Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Precious Achiuwa,C-PF,24,TOT,50,11,1093,169,339,.499,20,75,.267,149,264,.564,.528,44,71,.620,132,191,323,68,31,38,53,93,402,achiupr01
1,Precious Achiuwa,C,24,TOR,25,0,437,78,170,.459,13,47,.277,65,123,.528,.497,24,42,.571,50,86,136,44,16,12,29,40,193,achiupr01
1,Precious Achiuwa,PF,24,NYK,25,11,656,91,169,.538,7,28,.250,84,141,.596,.559,20,29,.690,82,105,187,24,15,26,24,53,209,achiupr01
2,Bam Adebayo,C,26,MIA,46,46,1592,355,693,.512,1,11,.091,354,682,.519,.513,223,286,.780,104,382,486,189,49,46,112,113,934,adebaba01
3,Ochai Agbaji,SG,23,TOT,56,10,1076,117,275,.425,52,157,.331,65,118,.551,.520,17,23,.739,39,95,134,51,30,31,41,73,303,agbajoc01
3,Ochai Agbaji,SG,23,UTA,51,10,1003,106,249,.426,47,142,.331,59,107,.551,.520,15,20,.750,35,91,126,47,27,29,34,66,274,agbajoc01
3,Ochai Agbaji,SG,23,TOR,5,0,73,11,26,.423,5,15,.333,6,11,.545,.519,2,3,.667,4,4,8,4,3,2,7,7,29,agbajoc01
4,Santi Aldama,PF,23,MEM,45,19,1115,176,411,.428,75,220,.341,101,191,.529,.519,37,62,.597,51,199,250,98,29,31,48,66,464,aldamsa01
5,Nickeil Alexander-Walker,SG,25,MIN,57,16,1304,144,339,.425,83,221,.376,61,118,.517,.547,29,38,.763,23,90,113,143,47,29,55,107,400,alexani01
6,Grayson Allen,SG,28,PHO,52,52,1723,225,443,.508,134,276,.486,91,167,.545,.659,93,105,.886,35,171,206,164,44,34,69,113,677,allengr01
7,Jarrett Allen,C,25,CLE,51,51,1580,335,521,.643,0,5,.000,335,516,.649,.643,141,194,.727,173,367,540,139,39,58,89,114,811,allenja01
8,Jose Alvarado,PG,25,NOP,39,0,654,98,237,.414,49,137,.358,49,100,.490,.517,27,40,.675,16,69,85,76,43,14,29,57,272,alvarjo01
9,Kyle Anderson,PF,30,MIN,57,3,1261,139,292,.476,7,34,.206,132,258,.512,.488,70,100,.700,45,158,203,232,46,30,71,85,355,anderky01
10,Giannis Antetokounmpo,PF,29,MIL,56,56,1965,645,1047,.616,26,97,.268,619,950,.652,.628,409,624,.655,141,490,631,360,74,59,197,165,1725,antetgi01
11,Thanasis Antetokounmpo,PF,31,MIL,24,0,110,12,22,.545,0,1,.000,12,21,.571,.545,0,0,,5,4,9,12,3,4,10,20,24,antetth01
12,Cole Anthony,PG,23,ORL,57,0,1311,236,542,.435,61,184,.332,175,358,.489,.492,149,179,.832,48,178,226,180,46,26,99,141,682,anthoco01
13,OG Anunoby,SF,26,TOT,41,41,1400,238,478,.498,86,227,.379,152,251,.606,.588,65,84,.774,39,132,171,93,53,28,62,96,627,anunoog01
13,OG Anunoby,SF,26,TOR,27,27,900,157,321,.489,61,163,.374,96,158,.608,.584,33,46,.717,24,82,106,72,28,13,43,62,408,anunoog01
13,OG Anunoby,SF,26,NYK,14,14,500,81,157,.516,25,64,.391,56,93,.602,.596,32,38,.842,15,50,65,21,25,15,19,34,219,anunoog01
14,Ryan Arcidiacono,PG,29,NYK,20,0,45,0,6,.000,0,6,.000,0,0,,.000,0,0,,0,8,8,4,2,0,2,5,0,arcidry01
15,Deni Avdija,SF,23,WAS,55,55,1548,277,540,.513,63,156,.404,214,384,.557,.571,131,177,.740,56,302,358,206,44,24,111,138,748,avdijde01
16,Deandre Ayton,C,25,POR,39,39,1245,259,456,.568,0,0,,259,456,.568,.568,42,51,.824,118,295,413,67,40,30,67,88,560,aytonde01
17,Udoka Azubuike,C,24,PHO,14,0,107,16,22,.727,0,0,,16,22,.727,.727,3,11,.273,11,21,32,3,1,6,4,17,35,azubuud01
18,Ibou Badji,C,21,POR,17,1,199,12,19,.632,0,0,,12,19,.632,.632,5,10,.500,19,29,48,13,2,20,14,40,29,badjiib01
19,Marvin Bagley III,C,24,TOT,40,18,814,181,319,.567,3,15,.200,178,304,.586,.572,84,113,.743,107,132,239,47,15,24,49,70,449,baglema01
19,Marvin Bagley III,C,24,DET,26,10,478,107,181,.591,1,6,.167,106,175,.606,.594,50,61,.820,46,72,118,27,5,14,29,40,265,baglema01
19,Marvin Bagley III,C,24,WAS,14,8,336,74,138,.536,2,9,.222,72,129,.558,.543,34,52,.654,61,60,121,20,10,10,20,30,184,baglema01
20,Amari Bailey,PG,19,CHO,3,0,15,2,7,.286,0,3,.000,2,4,.500,.286,1,2,.500,2,0,2,1,0,0,1,0,5,baileam01
21,Patrick Baldwin Jr.,SF,21,WAS,20,0,152,18,47,.383,11,27,.407,7,20,.350,.500,8,12,.667,7,36,43,8,2,4,6,22,55,baldwpa01
22,LaMelo Ball,PG,22,CHO,22,22,711,183,423,.433,70,197,.355,113,226,.500,.515,90,104,.865,29,84,113,176,40,4,83,79,526,ballla01
23,Mo Bamba,C,25,PHI,35,0,370,52,110,.473,12,29,.414,40,81,.494,.527,17,29,.586,46,81,127,25,12,34,24,51,133,bambamo01
24,Paolo Banchero,PF,21,ORL,57,57,1986,460,1009,.456,87,239,.364,373,770,.484,.499,285,407,.700,63,325,388,296,58,31,169,114,1292,banchpa01
25,Desmond Bane,SG,25,MEM,37,37,1277,330,696,.474,123,320,.384,207,376,.551,.563,121,140,.864,34,135,169,196,38,20,99,106,904,banede01
26,Dalano Banton,PG,24,TOT,29,1,268,37,92,.402,6,28,.214,31,64,.484,.435,29,41,.707,17,35,52,28,8,3,17,24,109,bantoda01
26,Dalano Banton,PG,24,BOS,24,1,171,19,51,.373,2,16,.125,17,35,.486,.392,16,20,.800,12,23,35,19,5,3,10,20,56,bantoda01
26,Dalano Banton,PG,24,POR,5,0,97,18,41,.439,4,12,.333,14,29,.483,.488,13,21,.619,5,12,17,9,3,0,7,4,53,bantoda01
27,Dominick Barlow,PF,20,SAS,23,1,307,40,84,.476,3,7,.429,37,77,.481,.494,22,34,.647,33,51,84,26,9,12,5,33,105,barlodo01
28,Harrison Barnes,PF,31,SAC,56,56,1665,238,489,.487,108,270,.400,130,219,.594,.597,103,127,.811,45,120,165,64,40,9,39,71,687,barneha02
29,Scottie Barnes,SG,22,TOR,57,57,2002,426,895,.476,99,283,.350,327,612,.534,.531,190,243,.782,133,332,465,341,71,82,156,114,1141,barnesc01
30,RJ Barrett,SG,23,TOT,46,46,1435,320,676,.473,71,205,.346,249,471,.529,.526,165,223,.740,42,205,247,137,25,17,89,99,876,barrerj01
30,RJ Barrett,SG,23,NYK,26,26,766,164,388,.423,43,130,.331,121,258,.469,.478,103,124,.831,19,92,111,63,12,9,47,45,474,barrerj01
30,RJ Barrett,SG,23,TOR,20,20,669,156,288,.542,28,75,.373,128,213,.601,.590,62,99,.626,23,113,136,74,13,8,42,54,402,barrerj01
31,Charles Bassey,C,23,SAS,19,0,205,29,40,.725,0,1,.000,29,39,.744,.725,5,6,.833,23,53,76,21,8,17,15,31,63,bassech01
32,Emoni Bates,SF,20,CLE,10,0,76,6,25,.240,5,20,.250,1,5,.200,.340,1,2,.500,1,9,10,6,1,2,1,5,18,batesem01
33,Keita Bates-Diop,SF,28,TOT,42,8,617,68,155,.439,21,65,.323,47,90,.522,.506,26,36,.722,30,73,103,34,23,21,14,33,183,bateske01
33,Keita Bates-Diop,SF,28,PHO,39,8,597,64,150,.427,20,64,.313,44,86,.512,.493,26,36,.722,30,71,101,34,22,20,13,33,174,bateske01
33,Keita Bates-Diop,SF,28,BRK,3,0,20,4,5,.800,1,1,1.000,3,4,.750,.900,0,0,,0,2,2,0,1,1,1,0,9,bateske01
34,Nicolas Batum,PF,35,TOT,37,29,882,72,140,.514,46,102,.451,26,38,.684,.679,9,14,.643,42,93,135,79,24,25,22,73,199,batumni01
34,Nicolas Batum,PF,35,LAC,3,0,54,3,8,.375,2,7,.286,1,1,1.000,.500,0,0,,0,7,7,5,3,4,1,5,8,batumni01
34,Nicolas Batum,PF,35,PHI,34,29,828,69,132,.523,44,95,.463,25,37,.676,.689,9,14,.643,42,86,128,74,21,21,21,68,191,batumni01
35,Darius Bazley,PF,23,PHI,2,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,1,0,0,1,0,0,bazleda01
36,Bradley Beal,SG,30,PHO,30,30,979,214,432,.495,49,135,.363,165,297,.556,.552,69,89,.775,25,103,128,135,27,8,73,78,546,bealbr01
37,Malik Beasley,SG,27,MIL,56,56,1658,234,495,.473,166,367,.452,68,128,.531,.640,16,25,.640,36,180,216,77,46,6,39,117,650,beaslma01
38,MarJon Beauchamp,SF,23,MIL,41,1,571,71,149,.477,27,69,.391,44,80,.550,.567,19,28,.679,22,70,92,29,12,6,27,51,188,beaucma01
39,Jules Bernard,SG,24,WAS,6,0,28,3,12,.250,1,8,.125,2,4,.500,.292,0,0,,2,3,5,5,1,1,2,4,7,bernaju01
40,Dāvis Bertāns,PF,31,TOT,19,0,134,18,44,.409,18,42,.429,0,2,.000,.614,14,15,.933,2,11,13,11,5,3,1,15,68,bertada01
40,Dāvis Bertāns,PF,31,OKC,15,0,91,10,26,.385,10,24,.417,0,2,.000,.577,14,15,.933,2,8,10,9,3,3,1,10,44,bertada01
40,Dāvis Bertāns,PF,31,CHO,4,0,43,8,18,.444,8,18,.444,0,0,,.667,0,0,,0,3,3,2,2,0,0,5,24,bertada01
41,Patrick Beverley,PG,35,TOT,53,5,1011,112,266,.421,40,124,.323,72,142,.507,.496,52,65,.800,34,122,156,159,28,19,54,93,316,beverpa01
41,Patrick Beverley,PG,35,PHI,47,5,919,104,241,.432,35,109,.321,69,132,.523,.504,51,63,.810,30,115,145,144,24,18,49,83,294,beverpa01
41,Patrick Beverley,PG,35,MIL,6,0,92,8,25,.320,5,15,.333,3,10,.300,.420,1,2,.500,4,7,11,15,4,1,5,10,22,beverpa01
42,Saddiq Bey,SF,24,ATL,56,44,1826,258,611,.422,102,316,.323,156,295,.529,.506,143,172,.831,148,217,365,81,48,8,47,82,761,beysa01
43,Goga Bitadze,C,24,ORL,48,32,863,114,189,.603,2,12,.167,112,177,.633,.608,47,71,.662,101,160,261,72,27,69,34,98,277,bitadgo01
44,Onuralp Bitim,SG,24,CHI,2,0,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,bitimon01
45,Bismack Biyombo,C,31,TOT,31,27,726,67,119,.563,0,0,,67,119,.563,.563,22,46,.478,57,135,192,51,10,35,39,83,156,biyombi01
45,Bismack Biyombo,C,31,MEM,30,27,718,67,119,.563,0,0,,67,119,.563,.563,22,46,.478,57,134,191,51,10,34,38,82,156,biyombi01
45,Bismack Biyombo,C,31,OKC,1,0,8,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,1,1,0,biyombi01
46,Anthony Black,PG,20,ORL,53,31,980,95,203,.468,27,73,.370,68,130,.523,.534,44,67,.657,29,91,120,82,28,18,48,100,261,blackan01
47,Leaky Black,SF,24,CHO,22,3,218,17,39,.436,7,15,.467,10,24,.417,.526,9,14,.643,8,30,38,18,5,6,5,15,50,blackle01
48,Bogdan Bogdanović,SG,31,ATL,55,9,1599,330,769,.429,171,459,.373,159,310,.513,.540,96,105,.914,32,150,182,155,69,14,64,130,927,bogdabo01
49,Bojan Bogdanović,PF-SF,34,TOT,32,27,1019,219,468,.468,96,228,.421,123,240,.513,.571,87,114,.763,13,90,103,72,27,5,65,66,621,bogdabo02
49,Bojan Bogdanović,PF,34,DET,28,27,921,199,425,.468,86,207,.415,113,218,.518,.569,81,104,.779,13,81,94,71,23,4,63,57,565,bogdabo02
49,Bojan Bogdanović,SF,34,NYK,4,0,98,20,43,.465,10,21,.476,10,22,.455,.581,6,10,.600,0,9,9,1,4,1,2,9,56,bogdabo02
50,Bol Bol,PF,24,PHO,20,0,208,47,72,.653,7,19,.368,40,53,.755,.701,6,8,.750,19,47,66,10,5,14,10,22,107,bolbo01
51,Marques Bolden,C,25,MIL,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0,boldema01
52,Devin Booker,PG,27,PHO,48,48,1711,460,927,.496,102,275,.371,358,652,.549,.551,296,338,.876,34,186,220,334,45,19,123,142,1318,bookede01
53,Brandon Boston Jr.,SF,22,LAC,18,0,124,24,60,.400,6,20,.300,18,40,.450,.450,11,12,.917,7,8,15,5,2,2,7,16,65,bostobr01
54,Chris Boucher,PF,31,TOR,47,0,645,100,204,.490,29,90,.322,71,114,.623,.561,64,85,.753,56,132,188,19,14,21,22,63,293,bouchch01
55,James Bouknight,SG,23,CHO,14,0,81,18,41,.439,13,30,.433,5,11,.455,.598,1,2,.500,1,8,9,6,1,1,2,3,50,bouknja01
56,Jamaree Bouyea,PG,24,POR,6,0,57,5,21,.238,0,8,.000,5,13,.385,.238,0,0,,2,8,10,8,0,0,8,3,10,bouyeja01
57,Malaki Branham,PG,20,SAS,53,21,1075,176,415,.424,54,168,.321,122,247,.494,.489,32,34,.941,19,86,105,116,19,5,57,63,438,branhma01
58,Christian Braun,SG,22,DEN,58,0,1109,147,335,.439,38,106,.358,109,229,.476,.496,73,102,.716,51,155,206,81,25,22,39,88,405,braunch01
59,Mikal Bridges,SF,27,BRK,56,56,1972,426,948,.449,143,393,.364,283,555,.510,.525,211,255,.827,46,226,272,208,52,23,121,86,1206,bridgmi01
60,Miles Bridges,SF,25,CHO,46,44,1714,378,815,.464,114,302,.377,264,513,.515,.534,119,141,.844,45,297,342,154,49,25,92,85,989,bridgmi02
61,Oshae Brissett,SF,25,BOS,37,0,401,46,100,.460,12,41,.293,34,59,.576,.520,35,52,.673,36,66,102,29,14,2,11,37,139,brissos01
62,Malcolm Brogdon,PG,31,POR,39,25,1121,218,496,.440,82,199,.412,136,297,.458,.522,95,116,.819,28,120,148,214,27,8,60,58,613,brogdma01
63,Armoni Brooks,PG,25,BRK,10,0,104,15,46,.326,11,32,.344,4,14,.286,.446,1,2,.500,7,11,18,5,1,1,3,3,42,brookar01
64,Dillon Brooks,SF,28,HOU,48,48,1501,235,531,.443,97,241,.402,138,290,.476,.534,95,113,.841,37,129,166,79,43,6,65,172,662,brookdi01
65,Bruce Brown,SG-PG,27,TOT,49,38,1402,209,444,.471,42,133,.316,167,311,.537,.518,90,105,.857,40,180,220,137,48,16,56,114,550,brownbr01
65,Bruce Brown,SG,27,IND,33,33,981,149,314,.475,33,101,.327,116,213,.545,.527,67,82,.817,25,129,154,100,35,8,41,81,398,brownbr01
65,Bruce Brown,PG,27,TOR,16,5,421,60,130,.462,9,32,.281,51,98,.520,.496,23,23,1.000,15,51,66,37,13,8,15,33,152,brownbr01
66,Charlie Brown Jr.,SG,26,NYK,6,0,33,2,9,.222,2,6,.333,0,3,.000,.333,0,0,,1,1,2,0,0,2,2,5,6,brownch02
67,Greg Brown III,PF,22,DAL,6,0,40,5,11,.455,1,3,.333,4,8,.500,.500,4,9,.444,3,6,9,4,0,4,4,5,15,browngr01
68,Jaylen Brown,SF,27,BOS,52,52,1738,446,901,.495,103,298,.346,343,603,.569,.552,155,218,.711,55,231,286,195,56,29,126,137,1150,brownja02
69,Kendall Brown,SG,20,IND,5,0,20,3,6,.500,0,1,.000,3,5,.600,.500,4,6,.667,2,0,2,2,0,0,0,4,10,brownke03
70,Kobe Brown,PF,24,LAC,32,0,279,23,62,.371,12,39,.308,11,23,.478,.468,1,2,.500,10,34,44,17,6,3,7,40,59,brownko01
71,Moses Brown,C,24,POR,9,4,82,9,21,.429,0,0,,9,21,.429,.429,0,4,.000,18,28,46,2,2,3,4,11,18,brownmo01
72,Troy Brown Jr.,SF,24,TOT,42,3,484,61,142,.430,36,99,.364,25,43,.581,.556,21,24,.875,16,72,88,41,9,2,21,31,179,browntr01
72,Troy Brown Jr.,SF,24,MIN,37,3,410,52,118,.441,31,84,.369,21,34,.618,.572,19,22,.864,14,58,72,35,8,2,18,26,154,browntr01
72,Troy Brown Jr.,SF,24,DET,5,0,74,9,24,.375,5,15,.333,4,9,.444,.479,2,2,1.000,2,14,16,6,1,0,3,5,25,browntr01
73,Jalen Brunson,PG,27,NYK,54,54,1942,528,1102,.479,143,351,.407,385,751,.513,.544,290,344,.843,31,173,204,357,51,11,134,107,1489,brunsja01
74,Thomas Bryant,C,26,MIA,25,3,259,44,77,.571,0,4,.000,44,73,.603,.571,18,22,.818,25,52,77,15,6,5,15,26,106,bryanth01
75,Kobe Bufkin,SG,20,ATL,6,0,35,4,14,.286,2,9,.222,2,5,.400,.357,1,2,.500,2,5,7,4,1,1,2,2,11,bufkiko01
76,Reggie Bullock,SF,32,HOU,23,0,216,21,50,.420,16,39,.410,5,11,.455,.580,1,1,1.000,3,30,33,10,4,2,5,12,59,bullore01
77,Alec Burks,SG,32,TOT,48,1,1002,178,460,.387,109,276,.395,69,184,.375,.505,129,145,.890,18,102,120,72,21,11,39,70,594,burksal01
77,Alec Burks,SG,32,DET,43,0,901,160,406,.394,99,247,.401,61,159,.384,.516,121,134,.903,16,94,110,68,21,11,32,64,540,burksal01
77,Alec Burks,SG,32,NYK,5,1,101,18,54,.333,10,29,.345,8,25,.320,.426,8,11,.727,2,8,10,4,0,0,7,6,54,burksal01
78,Jared Butler,SG,23,WAS,20,0,152,31,57,.544,10,27,.370,21,30,.700,.632,12,15,.800,0,12,12,34,8,2,11,17,84,butleja02
79,Jimmy Butler,PF,34,MIA,38,38,1281,255,508,.502,38,85,.447,217,423,.513,.539,267,310,.861,77,134,211,176,52,12,66,40,815,butleji01
80,Jamal Cain,PF,24,MIA,16,1,225,29,69,.420,8,26,.308,21,43,.488,.478,18,23,.783,13,19,32,4,10,4,5,17,84,cainja01
81,Kentavious Caldwell-Pope,SG,30,DEN,53,53,1679,181,413,.438,75,200,.375,106,213,.498,.529,87,95,.916,23,102,125,124,68,23,51,98,524,caldwke01
82,Toumani Camara,PF,23,POR,55,35,1296,142,330,.430,40,134,.299,102,196,.520,.491,55,76,.724,101,160,261,56,54,25,65,135,379,camarto01
83,Clint Capela,C,29,ATL,49,49,1245,230,407,.565,0,0,,230,407,.565,.565,88,135,.652,232,278,510,47,27,73,42,117,548,capelca01
84,Jevon Carter,PG,28,CHI,54,0,742,106,284,.373,62,185,.335,44,99,.444,.482,3,5,.600,6,37,43,65,29,12,30,56,277,carteje01
85,Wendell Carter Jr.,C,24,ORL,32,26,839,136,250,.544,39,93,.419,97,157,.618,.622,61,85,.718,58,152,210,50,15,15,39,76,372,cartewe01
86,D.J. Carton,SG,23,TOR,1,0,4,1,1,1.000,0,0,,1,1,1.000,1.000,1,1,1.000,0,1,1,0,0,0,0,2,3,cartodj01
87,Alex Caruso,SG,29,CHI,49,36,1335,171,356,.480,85,215,.395,86,141,.610,.600,57,73,.781,47,138,185,140,68,56,68,124,484,carusal01
88,Colin Castleton,C,23,LAL,7,0,36,7,10,.700,0,0,,7,10,.700,.700,4,4,1.000,4,5,9,3,0,0,1,7,18,castlco01
89,Malcolm Cazalon,SG,22,DET,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,cazalma01
90,Julian Champagnie,SF,22,SAS,51,36,856,97,245,.396,63,175,.360,34,70,.486,.524,39,49,.796,31,101,132,63,31,27,32,55,296,champju02
91,Justin Champagnie,SF,22,WAS,2,0,10,5,7,.714,1,3,.333,4,4,1.000,.786,0,0,,0,0,0,0,1,0,1,0,11,champju01
92,Max Christie,SG,20,LAL,46,7,787,83,196,.423,34,97,.351,49,99,.495,.510,32,41,.780,12,106,118,50,17,16,31,53,232,chrisma02
93,Sidy Cissoko,SF,19,SAS,5,0,32,1,6,.167,0,4,.000,1,2,.500,.167,4,4,1.000,0,6,6,0,3,0,1,2,6,cissosi01
94,Jordan Clarkson,SG,31,UTA,48,19,1454,295,710,.415,82,273,.300,213,437,.487,.473,159,181,.878,45,119,164,237,26,6,131,69,831,clarkjo01
95,Nic Claxton,C,24,BRK,46,46,1356,244,393,.621,1,4,.250,243,389,.625,.622,65,114,.570,133,332,465,89,30,101,54,115,554,claxtni01
96,Noah Clowney,PF,19,BRK,7,0,69,11,18,.611,1,4,.250,10,14,.714,.639,6,6,1.000,6,7,13,6,0,1,3,5,29,clownno01
97,Amir Coffey,SF,26,LAC,44,8,809,95,178,.534,37,87,.425,58,91,.637,.638,42,47,.894,17,58,75,37,22,6,18,58,269,coffeam01
98,John Collins,PF,26,UTA,54,52,1505,305,585,.521,64,187,.342,241,398,.606,.576,101,128,.789,124,330,454,63,32,46,75,149,775,collijo01
99,Zach Collins,C,26,SAS,46,24,1094,203,427,.475,40,140,.286,163,287,.568,.522,81,108,.750,80,171,251,140,24,32,92,146,527,colliza01
100,Mike Conley,PG,36,MIN,52,52,1503,186,417,.446,120,270,.444,66,147,.449,.590,60,65,.923,21,128,149,327,54,12,57,86,552,conlemi01
101,Pat Connaughton,SF,31,MIL,52,2,1108,99,213,.465,58,149,.389,41,64,.641,.601,20,29,.690,35,139,174,99,26,13,33,64,276,connapa01
102,Bilal Coulibaly,SF,19,WAS,56,8,1494,165,373,.442,55,154,.357,110,219,.502,.516,75,110,.682,49,175,224,97,48,42,80,119,460,coulibi01
103,Ricky Council IV,SG,22,PHI,17,0,156,30,63,.476,4,16,.250,26,47,.553,.508,36,48,.750,11,22,33,6,2,0,2,8,100,councri01
104,Robert Covington,SF-PF,33,TOT,29,6,488,43,98,.439,19,56,.339,24,42,.571,.536,22,26,.846,31,66,97,24,39,18,11,56,127,covinro01
104,Robert Covington,PF,33,LAC,3,3,69,3,9,.333,2,8,.250,1,1,1.000,.444,1,2,.500,2,6,8,7,6,2,0,7,9,covinro01
104,Robert Covington,SF,33,PHI,26,3,419,40,89,.449,17,48,.354,23,41,.561,.545,21,24,.875,29,60,89,17,33,16,11,49,118,covinro01
105,Torrey Craig,SF,33,CHI,33,8,694,71,167,.425,37,99,.374,34,68,.500,.536,21,27,.778,55,101,156,36,20,15,19,75,200,craigto01
106,Jae Crowder,PF,33,MIL,27,11,678,63,150,.420,34,98,.347,29,52,.558,.533,16,24,.667,12,85,97,43,22,6,15,45,176,crowdja01
107,Cade Cunningham,PG,22,DET,46,46,1557,385,850,.453,83,240,.346,302,610,.495,.502,168,196,.857,19,172,191,340,43,16,163,127,1021,cunnica01
108,Seth Curry,SG,33,TOT,41,3,557,72,183,.393,34,99,.343,38,84,.452,.486,22,25,.880,17,43,60,37,20,5,18,34,200,curryse01
108,Seth Curry,SG,33,DAL,36,3,457,54,145,.372,29,80,.363,25,65,.385,.472,17,19,.895,15,37,52,30,17,3,16,32,154,curryse01
108,Seth Curry,SG,33,CHO,5,0,100,18,38,.474,5,19,.263,13,19,.684,.539,5,6,.833,2,6,8,7,3,2,2,2,46,curryse01
109,Stephen Curry,PG,35,GSW,53,53,1769,480,1046,.459,262,633,.414,218,413,.528,.584,246,267,.921,24,199,223,269,44,20,160,95,1468,curryst01
110,Dyson Daniels,PG,20,NOP,52,15,1139,112,256,.438,32,110,.291,80,146,.548,.500,32,50,.640,51,140,191,136,72,21,52,84,288,daniedy01
111,Anthony Davis,C,30,LAL,55,55,1962,525,942,.557,19,70,.271,506,872,.580,.567,302,373,.810,168,506,674,201,62,133,114,131,1371,davisan02
112,Johnny Davis,SG,21,WAS,26,0,234,27,74,.365,2,12,.167,25,62,.403,.378,4,9,.444,11,22,33,9,9,2,7,23,60,davisjo06
113,JD Davison,SG,21,BOS,2,0,6,0,1,.000,0,1,.000,0,0,,.000,2,2,1.000,1,1,2,0,0,0,0,0,2,davisjd01
114,Dexter Dennis,SG,24,DAL,4,0,30,10,19,.526,1,8,.125,9,11,.818,.553,1,3,.333,1,8,9,4,0,1,3,1,22,dennide01
115,DeMar DeRozan,SF,34,CHI,55,55,2072,428,910,.470,52,154,.338,376,756,.497,.499,337,395,.853,33,193,226,290,62,33,84,119,1245,derozde01
116,Moussa Diabaté,C,22,LAC,10,0,58,9,18,.500,0,0,,9,18,.500,.500,9,12,.750,14,6,20,4,4,0,2,4,27,diabamo01
117,Mamadi Diakite,PF,27,SAS,3,0,16,4,5,.800,0,0,,4,5,.800,.800,4,6,.667,1,2,3,2,0,1,0,1,12,diakima01
118,Hamidou Diallo,SG,25,WAS,2,0,5,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,0,2,1,2,0,1,1,2,diallha01
119,Gradey Dick,SG,20,TOR,36,1,558,75,178,.421,38,106,.358,37,72,.514,.528,23,25,.920,15,47,62,40,18,0,22,48,211,dickgr01
120,Ousmane Dieng,PF,20,OKC,29,0,326,43,101,.426,20,64,.313,23,37,.622,.525,14,16,.875,10,39,49,31,5,3,16,19,120,diengou01
121,Spencer Dinwiddie,PG,30,TOT,53,48,1599,204,528,.386,93,295,.315,111,233,.476,.474,127,162,.784,26,135,161,305,42,10,67,98,628,dinwisp01
121,Spencer Dinwiddie,PG,30,BRK,48,48,1474,195,499,.391,89,278,.320,106,221,.480,.480,125,160,.781,26,132,158,288,38,9,62,86,604,dinwisp01
121,Spencer Dinwiddie,PG,30,LAL,5,0,125,9,29,.310,4,17,.235,5,12,.417,.379,2,2,1.000,0,3,3,17,4,1,5,12,24,dinwisp01
122,Donte DiVincenzo,SG,27,NYK,56,38,1414,271,597,.454,172,414,.415,99,183,.541,.598,51,70,.729,42,142,184,136,65,21,65,110,765,divindo01
123,Luka Dončić,PG,24,DAL,49,49,1832,566,1150,.492,191,502,.380,375,648,.579,.575,357,458,.779,36,394,430,465,72,31,192,101,1680,doncilu01
124,Luguentz Dort,SF,24,OKC,55,55,1566,202,452,.447,108,267,.404,94,185,.508,.566,85,104,.817,59,149,208,74,49,39,49,166,597,dortlu01
125,Ayo Dosunmu,SG,24,CHI,55,16,1429,223,443,.503,78,187,.417,145,256,.566,.591,48,62,.774,36,108,144,138,45,25,61,114,572,dosunay01
126,Andre Drummond,C,30,CHI,57,9,951,188,340,.553,0,3,.000,188,337,.558,.553,86,151,.570,190,301,491,29,60,36,60,98,462,drumman01
127,Chris Duarte,SF,26,SAC,39,11,508,50,135,.370,26,77,.338,24,58,.414,.467,21,27,.778,16,56,72,33,20,2,20,63,147,duartch01
128,Kris Dunn,PG,29,UTA,50,27,909,113,232,.487,33,81,.407,80,151,.530,.558,17,25,.680,37,107,144,203,54,22,64,94,276,dunnkr01
129,Kevin Durant,PF,35,PHO,51,51,1892,517,976,.530,113,267,.423,404,709,.570,.588,279,323,.864,27,313,340,288,47,67,165,95,1426,duranke01
130,Jalen Duren,C,20,DET,41,40,1235,251,395,.635,0,3,.000,251,392,.640,.635,74,100,.740,135,356,491,103,18,35,80,135,576,durenja01
131,Tari Eason,PF,22,HOU,22,0,480,88,189,.466,18,50,.360,70,139,.504,.513,21,33,.636,46,107,153,27,31,19,20,51,215,easonta01
132,Anthony Edwards,SG,22,MIN,54,54,1894,494,1055,.468,139,362,.384,355,693,.512,.534,295,354,.833,30,259,289,281,66,27,173,104,1422,edwaran01
133,Kessler Edwards,SF,23,SAC,38,0,179,21,51,.412,12,33,.364,9,18,.500,.529,3,4,.750,5,23,28,9,4,4,1,17,57,edwarke02
134,Keon Ellis,SG,24,SAC,33,3,379,38,90,.422,27,73,.370,11,17,.647,.572,11,17,.647,9,32,41,38,14,13,17,46,114,elliske01
135,Joel Embiid,C,29,PHI,34,34,1157,402,754,.533,41,112,.366,361,642,.562,.560,356,403,.883,89,295,384,193,39,60,126,98,1201,embiijo01
136,Drew Eubanks,C,26,PHO,52,4,826,116,186,.624,3,3,1.000,113,183,.617,.632,53,72,.736,69,149,218,48,21,45,49,84,288,eubandr01
